[16:09:39] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.64, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.luckyores was corrected from null to its default, [minecraft:coal_ore!64, minecraft:iron_ore!32, minecraft:gold_ore!16, minecraft:redstone_ore!8, minecraft:lapis_ore!4, minecraft:diamond_ore!2, minecraft:emerald_ore!1]. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.enchanterexperiencemultiplier was corrected from null to its default, 2.0. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.dynamictreeharvestsize was corrected from null to its default, 5. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.fishingroddurabilityadjustt2 was corrected from null to its default, 6. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.fishingroddurabilityadjustt1 was corrected from null to its default, 22. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.diseases was corrected from null to its default, [Influenza,100,minecraft:carrot,minecraft:potato, Measles,10,minecraft:dandelion,minecraft:kelp,minecraft:poppy, Smallpox,1,minecraft:honey_bottle,minecraft:golden_apple]. 
[16:12:42] [Server thread/WARN]: Incorrect key compatibility.debuginventories was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key pathfinding was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key pathfinding.pathfindingdebugverbosity was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key pathfinding.minimumrailstopath was corrected from null to its default, 8. 
[16:12:42] [Server thread/WARN]: Incorrect key pathfinding.pathfindingmaxthreadcount was corrected from null to its default, 2. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem.enabledebuglogging was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem.maximalretries was corrected from null to its default, 3. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem.delaybetweenretries was corrected from null to its default, 1200. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem.creativeresolve was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key requestSystem.canplayeruseresetcommand was corrected from null to its default, false. 
[16:12:42] [Server thread/INFO]: Loading default config file from path E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\defaultconfigs\pylons-server.toml
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\pylons-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key expulsion_pylon was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key expulsion_pylon.expulsionAllowedDimensions was corrected from null to its default, [minecraft:overworld]. 
[16:12:42] [Server thread/WARN]: Incorrect key expulsion_pylon.expulsionWorldSpawnRadius was corrected from null to its default, 1. 
[16:12:42] [Server thread/WARN]: Incorrect key infusion_pylon.infusionMinimumDuration was corrected from null to its default, 60. 
[16:12:42] [Server thread/WARN]: Incorrect key infusion_pylon.infusionRequiredDuration was corrected from null to its default, 3600. 
[16:12:42] [Server thread/WARN]: Incorrect key infusion_pylon.infusionAppliedDuration was corrected from null to its default, 20. 
[16:12:42] [Server thread/WARN]: Incorrect key infusion_pylon.infusionChunkloads was corrected from null to its default, true. 
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\engineersdecor-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key server was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key server.optout was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key server.optout.without_chair_sitting was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.optout.without_mob_chair_sitting was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.optout.without_ladder_speed_boost was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.optout.without_crafting_table_history was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.miscellaneous was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key server.miscellaneous.without_direct_slab_pickup was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.furnace_smelting_speed_percent was corrected from null to its default, 130. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.furnace_fuel_efficiency_percent was corrected from null to its default, 100. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.furnace_boost_energy_consumption was corrected from null to its default, 24. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.furnace_accepted_heaters was corrected from null to its default, immersiveengineering:furnace_heater. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.chair_mob_sitting_probability_percent was corrected from null to its default, 10.0. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.chair_mob_standup_probability_percent was corrected from null to its default, 1.0. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.without_crafting_mouse_scrolling was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.pipevalve_max_flowrate was corrected from null to its default, 1000. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.pipevalve_redstone_gain was corrected from null to its default, 20. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.e_furnace_speed_percent was corrected from null to its default, 290. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.e_furnace_power_consumption was corrected from null to its default, 16. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.e_furnace_automatic_pulling was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.small_solar_panel_peak_production was corrected from null to its default, 40. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.block_breaker_power_consumption was corrected from null to its default, 64. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.block_breaker_reluctance was corrected from null to its default, 17. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.block_breaker_min_breaking_time was corrected from null to its default, 15. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.block_breaker_requires_power was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.tree_cutter_energy_consumption was corrected from null to its default, 64. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.tree_cutter_cutting_time_needed was corrected from null to its default, 60. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.tree_cutter_requires_power was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.milking_machine_energy_consumption was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key server.tweaks.milking_machine_milking_delay was corrected from null to its default, 4000. 
[16:12:42] [Thread-0/WARN]: Updated logging config. RS Debug logging enabled: false
[16:12:42] [Thread-0/INFO]: Config file changed engineersdecor-server.toml
[16:12:42] [Server thread/INFO]: Loading default config file from path E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\defaultconfigs\solcarrot-server.toml
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\moredragoneggs-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key spawnHead was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\refinedstorageaddons-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid.useEnergy was corrected from null to its default, true. 
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid.capacity was corrected from null to its default, 3200. 
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid.openUsage was corrected from null to its default, 30. 
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid.craftUsage was corrected from null to its default, 1. 
[16:12:42] [Server thread/WARN]: Incorrect key wirelessCraftingGrid.clearUsage was corrected from null to its default, 10. 
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\jei-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key cheat mode was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForOp was corrected from null to its default, true. 
[16:12:42] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForCreative was corrected from null to its default, true. 
[16:12:42] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForGive was corrected from null to its default, false. 
[16:12:42] [Server thread/WARN]: Configuration file .\world\serverconfig\artifacts-server.toml is not correct. Correcting
[16:12:42] [Server thread/WARN]: Incorrect key items was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cosmetics was corrected from null to its default, []. 
[16:12:42] [Server thread/WARN]: Incorrect key items.antidote_vessel was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.antidote_vessel.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.antidote_vessel.max_effect_duration was corrected from null to its default, 120. 
[16:12:42] [Server thread/WARN]: Incorrect key items.aqua_dashers was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.aqua_dashers.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.bunny_hoppers was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.bunny_hoppers.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.bunny_hoppers.should_cancel_fall_damage was corrected from null to its default, true. 
[16:12:42] [Server thread/WARN]: Incorrect key items.bunny_hoppers.jump_boost_level was corrected from null to its default, 2. 
[16:12:42] [Server thread/WARN]: Incorrect key items.charm_of_sinking was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.charm_of_sinking.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cloud_in_a_bottle was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cloud_in_a_bottle.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cloud_in_a_bottle.sprint_jump_height_multiplier was corrected from null to its default, 1.5. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cloud_in_a_bottle.sprint_jump_distance_multiplier was corrected from null to its default, 0.5. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cross_necklace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cross_necklace.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.cross_necklace.invincibility_bonus was corrected from null to its default, 20. 
[16:12:42] [Server thread/WARN]: Incorrect key items.crystal_heart was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.crystal_heart.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.crystal_heart.health_bonus was corrected from null to its default, 10. 
[16:12:42] [Server thread/WARN]: Incorrect key items.digging_claws was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.digging_claws.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.digging_claws.mining_speed_bonus was corrected from null to its default, 3.2. 
[16:12:42] [Server thread/WARN]: Incorrect key items.digging_claws.tool_tier was corrected from null to its default, minecraft:stone. 
[16:12:42] [Server thread/WARN]: Incorrect key items.eternal_steak was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.eternal_steak.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.eternal_steak.cooldown was corrected from null to its default, 300. 
[16:12:42] [Server thread/WARN]: Incorrect key items.eternal_steak.use_duration was corrected from null to its default, 24. 
[16:12:42] [Server thread/WARN]: Incorrect key items.everlasting_beef was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.everlasting_beef.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.everlasting_beef.cooldown was corrected from null to its default, 300. 
[16:12:42] [Server thread/WARN]: Incorrect key items.everlasting_beef.use_duration was corrected from null to its default, 24. 
[16:12:42] [Server thread/WARN]: Incorrect key items.feral_claws was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.feral_claws.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.feral_claws.attack_speed_bonus was corrected from null to its default, 0.75. 
[16:12:42] [Server thread/WARN]: Incorrect key items.fire_gauntlet was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.fire_gauntlet.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.fire_gauntlet.fire_duration was corrected from null to its default, 8. 
[16:12:42] [Server thread/WARN]: Incorrect key items.flame_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:42] [Server thread/WARN]: Incorrect key items.flame_pendant.durability was corrected from null to its default, 0. 
[16:12:42] [Server thread/WARN]: Incorrect key items.flame_pendant.strike_chance was corrected from null to its default, 0.4. 
[16:12:42] [Server thread/WARN]: Incorrect key items.flame_pendant.fire_duration was corrected from null to its default, 10. 
[16:12:43] [Server thread/WARN]: Incorrect key items.flippers was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.flippers.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.flippers.swim_speed_bonus was corrected from null to its default, 1.0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.golden_hook was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.golden_hook.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.golden_hook.experience_bonus was corrected from null to its default, 0.75. 
[16:12:43] [Server thread/WARN]: Incorrect key items.helium_flamingo was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.helium_flamingo.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.helium_flamingo.max_flight_time was corrected from null to its default, 150. 
[16:12:43] [Server thread/WARN]: Incorrect key items.helium_flamingo.recharge_time was corrected from null to its default, 300. 
[16:12:43] [Server thread/WARN]: Incorrect key items.kitty_slippers was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.kitty_slippers.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.lucky_scarf was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.lucky_scarf.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.lucky_scarf.fortune_bonus was corrected from null to its default, 1. 
[16:12:43] [Server thread/WARN]: Incorrect key items.night_vision_goggles was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.night_vision_goggles.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.novelty_drinking_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.novelty_drinking_hat.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.novelty_drinking_hat.drinking_duration_multiplier was corrected from null to its default, 0.3. 
[16:12:43] [Server thread/WARN]: Incorrect key items.novelty_drinking_hat.eating_duration_multiplier was corrected from null to its default, 0.6. 
[16:12:43] [Server thread/WARN]: Incorrect key items.obsidian_skull was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.obsidian_skull.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.obsidian_skull.cooldown was corrected from null to its default, 1200. 
[16:12:43] [Server thread/WARN]: Incorrect key items.obsidian_skull.fire_resistance_duration was corrected from null to its default, 600. 
[16:12:43] [Server thread/WARN]: Incorrect key items.panic_necklace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.panic_necklace.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.panic_necklace.speed_level was corrected from null to its default, 1. 
[16:12:43] [Server thread/WARN]: Incorrect key items.panic_necklace.speed_duration was corrected from null to its default, 160. 
[16:12:43] [Server thread/WARN]: Incorrect key items.plastic_drinking_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.plastic_drinking_hat.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.plastic_drinking_hat.drinking_duration_multiplier was corrected from null to its default, 0.3. 
[16:12:43] [Server thread/WARN]: Incorrect key items.plastic_drinking_hat.eating_duration_multiplier was corrected from null to its default, 0.6. 
[16:12:43] [Server thread/WARN]: Incorrect key items.pocket_piston was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.pocket_piston.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.pocket_piston.knockback_bonus was corrected from null to its default, 1.5. 
[16:12:43] [Server thread/WARN]: Incorrect key items.power_glove was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.power_glove.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.power_glove.attack_damage_bonus was corrected from null to its default, 4. 
[16:12:43] [Server thread/WARN]: Incorrect key items.running_shoes was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.running_shoes.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.running_shoes.speed_multiplier was corrected from null to its default, 0.4. 
[16:12:43] [Server thread/WARN]: Incorrect key items.scarf_of_invisibility was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.scarf_of_invisibility.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.shock_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.shock_pendant.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.shock_pendant.strike_chance was corrected from null to its default, 0.25. 
[16:12:43] [Server thread/WARN]: Incorrect key items.snorkel was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.snorkel.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.steadfast_spikes was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.steadfast_spikes.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.superstitious_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.superstitious_hat.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.superstitious_hat.looting_bonus was corrected from null to its default, 1. 
[16:12:43] [Server thread/WARN]: Incorrect key items.thorn_pendant was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.thorn_pendant.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.thorn_pendant.strike_chance was corrected from null to its default, 0.5. 
[16:12:43] [Server thread/WARN]: Incorrect key items.thorn_pendant.min_damage was corrected from null to its default, 2. 
[16:12:43] [Server thread/WARN]: Incorrect key items.thorn_pendant.max_damage was corrected from null to its default, 6. 
[16:12:43] [Server thread/WARN]: Incorrect key items.umbrella was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.umbrella.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.umbrella.is_shield was corrected from null to its default, true. 
[16:12:43] [Server thread/WARN]: Incorrect key items.universal_attractor was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.universal_attractor.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.universal_attractor.range was corrected from null to its default, 5. 
[16:12:43] [Server thread/WARN]: Incorrect key items.universal_attractor.motionMultiplier was corrected from null to its default, 0.6. 
[16:12:43] [Server thread/WARN]: Incorrect key items.universal_attractor.cooldown was corrected from null to its default, 200. 
[16:12:43] [Server thread/WARN]: Incorrect key items.vampiric_glove was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.vampiric_glove.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.vampiric_glove.absorption_ratio was corrected from null to its default, 0.2. 
[16:12:43] [Server thread/WARN]: Incorrect key items.vampiric_glove.max_health_absorbed was corrected from null to its default, 6. 
[16:12:43] [Server thread/WARN]: Incorrect key items.villager_hat was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.villager_hat.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.villager_hat.reputation_bonus was corrected from null to its default, 100. 
[16:12:43] [Server thread/WARN]: Incorrect key items.whoopee_cushion was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:43] [Server thread/WARN]: Incorrect key items.whoopee_cushion.durability was corrected from null to its default, 0. 
[16:12:43] [Server thread/WARN]: Incorrect key items.whoopee_cushion.flatulence was corrected from null to its default, 0.125. 
[16:12:47] [Server thread/INFO]: Preparing level "world"
[16:12:47] [Server thread/ERROR]: "enhancedcelestials:harvest_moon_crops" is not a valid item tag!
[16:12:47] [Server thread/ERROR]: "enhancedcelestials:harvest_moon_crops" is not a valid item tag!
[16:12:47] [Server thread/INFO]: Tags Loaded
[16:12:47] [Server thread/INFO]: Loading Teams Data
[16:12:47] [Server thread/INFO]: Importing Scoreboard Teams
[16:12:47] [Server thread/INFO]: Finished Loading Teams Data
[16:12:47] [Server thread/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ironfurnaces-client.toml is not correct. Correcting
[16:12:47] [Server thread/WARN]: Incorrect key furnaces was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.recipe_cache was corrected from null to its default, 10. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.iron_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.iron_furnace.speed was corrected from null to its default, 160. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.gold_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.gold_furnace.speed was corrected from null to its default, 120. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.diamond_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.diamond_furnace.speed was corrected from null to its default, 80. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.emerald_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.emerald_furnace.speed was corrected from null to its default, 40. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.obsidian_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.obsidian_furnace.speed was corrected from null to its default, 20. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.crystal_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.crystal_furnace.speed was corrected from null to its default, 40. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.netherite_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.netherite_furnace.speed was corrected from null to its default, 5. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.copper_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.copper_furnace.speed was corrected from null to its default, 180. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.silver_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.silver_furnace.speed was corrected from null to its default, 140. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.rainbow_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.rainbow_furnace.speed was corrected from null to its default, 20. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.furance_xp_drop was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.furance_xp_drop.value was corrected from null to its default, 10. 
[16:12:47] [Server thread/WARN]: Incorrect key furnaces.furance_xp_drop.value_two was corrected from null to its default, 100000. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.allthemodium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.allthemodium_furnace.speed was corrected from null to its default, 5. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.allthemodium_furnace.mult was corrected from null to its default, 16. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.vibranium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.vibranium_furnace.speed was corrected from null to its default, 3. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.vibranium_furnace.mult was corrected from null to its default, 32. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.unobtanium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.unobtanium_furnace.speed was corrected from null to its default, 1. 
[16:12:47] [Server thread/WARN]: Incorrect key modded_furnaces.unobtanium_furnace.mult was corrected from null to its default, 64. 
[16:12:47] [Server thread/WARN]: Incorrect key jei was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key jei.jei was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:12:47] [Server thread/WARN]: Incorrect key jei.jei.enable_jei was corrected from null to its default, true. 
[16:12:47] [Server thread/WARN]: Incorrect key jei.jei.enable_jei_catalysts was corrected from null to its default, true. 
